base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
stations,{'all': 80},200,"{'lon': 164.44, 'lat': -20.34}",1552291572.0,2139259.0,"{'temp': 77.55, 'pressure': 1012.97, 'humidity': 92, 'temp_min': 77.55, 'temp_max': 77.55, 'sea_level': 1012.97, 'grnd_level': 997.51}",,Ouegoa,,,"{'message': 0.0041, 'country': 'NC', 'sunrise': 1552244585, 'sunset': 1552288875}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.19, 'deg': 105.001}"
stations,{'all': 0},200,"{'lon': 76.3, 'lat': 24.13}",1552291572.0,1264653.0,"{'temp': 87.9, 'pressure': 1010.97, 'humidity': 36, 'temp_min': 87.9, 'temp_max': 87.9, 'sea_level': 1010.97, 'grnd_level': 964.39}",,Machalpur,,,"{'message': 0.0031, 'country': 'IN', 'sunrise': 1552266479, 'sunset': 1552309321}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 12.35, 'deg': 256.001}"
stations,{'all': 32},200,"{'lon': 124.29, 'lat': 8}",1552291202.0,1701054.0,"{'temp': 81, 'pressure': 1010, 'humidity': 78, 'temp_min': 81, 'temp_max': 81}",,Marawi,,,"{'type': 3, 'id': 2007154, 'message': 0.0033, 'country': 'PH', 'sunrise': 1552254704, 'sunset': 1552298050}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4, 'deg': 355, 'gust': 4.02}"
stations,{'all': 80},200,"{'lon': 111.9, 'lat': -8.09}",1552291573.0,1648082.0,"{'temp': 77.05, 'pressure': 1009.45, 'humidity': 93, 'temp_min': 77.05, 'temp_max': 77.05, 'sea_level': 1009.45, 'grnd_level': 966.79}",,Boyolangu,{'3h': 1.525},,"{'message': 0.0037, 'country': 'ID', 'sunrise': 1552257418, 'sunset': 1552301268}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.73, 'deg': 22.5009}"
stations,{'all': 20},200,"{'lon': -126.83, 'lat': 65.28}",1552287600.0,6089245.0,"{'temp': 19.4, 'pressure': 985, 'humidity': 67, 'temp_min': 19.4, 'temp_max': 19.4}",,Norman Wells,,,"{'type': 1, 'id': 951, 'message': 0.0056, 'country': 'CA', 'sunrise': 1552316404, 'sunset': 1552356955}",48279.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.93, 'deg': 100}"
stations,{'all': 92},200,"{'lon': 147.88, 'lat': 45.23}",1552291573.0,2123979.0,"{'temp': 30.3, 'pressure': 1011.29, 'humidity': 93, 'temp_min': 30.3, 'temp_max': 30.3, 'sea_level': 1011.29, 'grnd_level': 1000.95}",,Kurilsk,,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 1552249763, 'sunset': 1552291710}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 23.09, 'deg': 106.501}"
stations,{'all': 1},200,"{'lon': -122.43, 'lat': 37.46}",1552291569.0,5354943.0,"{'temp': 43.09, 'pressure': 1018, 'humidity': 87, 'temp_min': 39.99, 'temp_max': 46.99}",,Half Moon Bay,{'1h': 0.25},,"{'type': 1, 'id': 4322, 'message': 0.0096, 'country': 'US', 'sunrise': 1552314380, 'sunset': 1552356807}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 5.75, 'deg': 3.50085}"
stations,{'all': 0},200,"{'lon': -71.34, 'lat': -29.95}",1552287600.0,3893629.0,"{'temp': 57.2, 'pressure': 1012, 'humidity': 87, 'temp_min': 57.2, 'temp_max': 57.2}",,Coquimbo,,,"{'type': 1, 'id': 8514, 'message': 0.0033, 'country': 'CL', 'sunrise': 1552300990, 'sunset': 1552345615}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 90}"
stations,{'all': 20},200,"{'lon': 102.47, 'lat': 71.98}",1552291574.0,2022572.0,"{'temp': -1.34, 'pressure': 999.53, 'humidity': 67, 'temp_min': -1.34, 'temp_max': -1.34, 'sea_level': 999.53, 'grnd_level': 994.63}",,Khatanga,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1552262169, 'sunset': 1552301183}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 10.33, 'deg': 189.001}"
stations,{'all': 0},200,"{'lon': -98.97, 'lat': 16.61}",1552291574.0,3530264.0,"{'temp': 63.51, 'pressure': 1011.77, 'humidity': 97, 'temp_min': 63.51, 'temp_max': 63.51, 'sea_level': 1011.77, 'grnd_level': 966.39}",,Copala,,,"{'message': 0.0033, 'country': 'MX', 'sunrise': 1552308397, 'sunset': 1552351509}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.73, 'deg': 48.0009}"
stations,{'all': 92},200,"{'lon': 132.75, 'lat': -5.67}",1552291574.0,1623197.0,"{'temp': 83.17, 'pressure': 1009.65, 'humidity': 100, 'temp_min': 83.17, 'temp_max': 83.17, 'sea_level': 1009.65, 'grnd_level': 1009.19}",,Tual,,,"{'message': 0.0033, 'country': 'ID', 'sunrise': 1552252455, 'sunset': 1552296228}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.55, 'deg': 304.001}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': 23.69, 'lat': 3.47}",1552291575.0,206362.0,"{'temp': 93.39, 'pressure': 1009.05, 'humidity': 37, 'temp_min': 93.39, 'temp_max': 93.39, 'sea_level': 1009.05, 'grnd_level': 953.91}",,Kulu,,,"{'message': 0.0032, 'country': 'CD', 'sunrise': 1552278771, 'sunset': 1552322259}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.95, 'deg': 136.501}"
stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1552291340.0,5855927.0,"{'temp': 68.02, 'pressure': 1023, 'humidity': 68, 'temp_min': 63, 'temp_max': 73.99}",,Hilo,,,"{'type': 1, 'id': 7881, 'message': 0.0047, 'country': 'US', 'sunrise': 1552321904, 'sunset': 1552364933}",14484.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 22.97, 'deg': 87.5009}"
stations,{'all': 88},200,"{'lon': 96.39, 'lat': 61.68}",1552291575.0,1510689.0,"{'temp': 20.4, 'pressure': 1011.37, 'humidity': 76, 'temp_min': 20.4, 'temp_max': 20.4, 'sea_level': 1011.37, 'grnd_level': 948.31}",,Baykit,,,"{'message': 0.003, 'country': 'RU', 'sunrise': 1552262738, 'sunset': 1552303482}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.1, 'deg': 240.501}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 88},200,"{'lon': 172.79, 'lat': 3.07}",1552291575.0,2110227.0,"{'temp': 81.01, 'pressure': 1011.21, 'humidity': 100, 'temp_min': 81.01, 'temp_max': 81.01, 'sea_level': 1011.21, 'grnd_level': 1011.19}",,Butaritari,{'3h': 1.4125},,"{'message': 0.0037, 'country': 'KI', 'sunrise': 1552242989, 'sunset': 1552286485}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 17.72, 'deg': 58.5009}"
stations,{'all': 44},200,"{'lon': 67.02, 'lat': 34.38}",1552291576.0,1131162.0,"{'temp': 27.28, 'pressure': 1012.65, 'humidity': 86, 'temp_min': 27.28, 'temp_max': 27.28, 'sea_level': 1012.65, 'grnd_level': 699.03}",,Panjab,,,"{'message': 0.003, 'country': 'AF', 'sunrise': 1552268894, 'sunset': 1552311370}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.84, 'deg': 232.001}"
stations,{'all': 40},200,"{'lon': 147.33, 'lat': -42.88}",1552291516.0,2163355.0,"{'temp': 63.39, 'pressure': 1002, 'humidity': 37, 'temp_min': 60.01, 'temp_max': 66.2}",,Hobart,,,"{'type': 1, 'id': 9545, 'message': 0.0055, 'country': 'AU', 'sunrise': 1552248116, 'sunset': 1552293528}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 13.87, 'deg': 250}"
stations,{'all': 64},200,"{'lon': -71.14, 'lat': 21.46}",1552291576.0,3576994.0,"{'temp': 77.41, 'pressure': 1018.85, 'humidity': 99, 'temp_min': 77.41, 'temp_max': 77.41, 'sea_level': 1018.85, 'grnd_level': 1018.79}",,Cockburn Town,,,"{'message': 0.0036, 'country': 'TC', 'sunrise': 1552301797, 'sunset': 1552344758}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 19.84, 'deg': 84.0009}"
stations,{'all': 5},200,"{'lon': -68.52, 'lat': 63.75}",1552291365.0,5983720.0,"{'temp': -20.12, 'pressure': 1018, 'humidity': 68, 'temp_min': -20.21, 'temp_max': -20.01}",,Iqaluit,,,"{'type': 1, 'id': 797, 'message': 0.0039, 'country': 'CA', 'sunrise': 1552302347, 'sunset': 1552343023}",24140.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 13.87, 'deg': 320}"
stations,{'all': 0},200,"{'lon': 17.13, 'lat': 39.37}",1552287600.0,2524979.0,"{'temp': 59, 'pressure': 1016, 'humidity': 72, 'temp_min': 59, 'temp_max': 59}",,Ciro Marina,,,"{'type': 1, 'id': 6667, 'message': 0.0039, 'country': 'IT', 'sunrise': 1552280961, 'sunset': 1552323251}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 170}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 76},200,"{'lon': 176.59, 'lat': -39.94}",1552291577.0,2185329.0,"{'temp': 62.2, 'pressure': 1018.45, 'humidity': 84, 'temp_min': 62.2, 'temp_max': 62.2, 'sea_level': 1018.45, 'grnd_level': 987.75}",,Waipawa,{'3h': 0.24875},,"{'message': 0.0042, 'country': 'NZ', 'sunrise': 1552241185, 'sunset': 1552286421}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.74, 'deg': 16.5009}"
stations,{'all': 12},200,"{'lon': -65.72, 'lat': 66.15}",1552291577.0,6096551.0,"{'temp': -20.15, 'pressure': 1017.73, 'humidity': 86, 'temp_min': -20.15, 'temp_max': -20.15, 'sea_level': 1017.73, 'grnd_level': 997.03}",,Pangnirtung,,,"{'message': 0.0062, 'country': 'CA', 'sunrise': 1552301837, 'sunset': 1552342199}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.96, 'deg': 304.001}"
stations,{'all': 0},200,"{'lon': -67.52, 'lat': -46.43}",1552291577.0,3863379.0,"{'temp': 51.4, 'pressure': 1009.37, 'humidity': 71, 'temp_min': 51.4, 'temp_max': 51.4, 'sea_level': 1009.37, 'grnd_level': 988.39}",,Mar del Plata,,,"{'message': 0.0032, 'country': 'AR', 'sunrise': 1552299599, 'sunset': 1552345147}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.63, 'deg': 219.001}"
stations,{'all': 75},200,"{'lon': -75.67, 'lat': 4.54}",1552287600.0,3689560.0,"{'temp': 66.2, 'pressure': 1018, 'humidity': 100, 'temp_min': 66.2, 'temp_max': 66.2}",,Armenia,,,"{'type': 1, 'id': 8610, 'message': 0.0054, 'country': 'CO', 'sunrise': 1552302627, 'sunset': 1552346087}",1500.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",{'speed': 2.24}
stations,{'all': 0},200,"{'lon': 18.97, 'lat': -22.45}",1552291578.0,3357247.0,"{'temp': 84.52, 'pressure': 1011.53, 'humidity': 23, 'temp_min': 84.52, 'temp_max': 84.52, 'sea_level': 1011.53, 'grnd_level': 852.79}",,Gobabis,,,"{'message': 0.0031, 'country': 'NA', 'sunrise': 1552279465, 'sunset': 1552323806}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.97, 'deg': 35.5009}"
stations,{'all': 68},200,"{'lon': 123.18, 'lat': 47.33}",1552291578.0,2035970.0,"{'temp': 34.66, 'pressure': 1005.21, 'humidity': 30, 'temp_min': 34.66, 'temp_max': 34.66, 'sea_level': 1005.21, 'grnd_level': 976.31}",,Longjiang,,,"{'message': 0.0038, 'country': 'CN', 'sunrise': 1552255743, 'sunset': 1552297587}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 13.69, 'deg': 323.501}"
stations,{'all': 92},200,"{'lon': -73, 'lat': -12.12}",1552291578.0,3933104.0,"{'temp': 65.17, 'pressure': 1011.37, 'humidity': 98, 'temp_min': 65.17, 'temp_max': 65.17, 'sea_level': 1011.37, 'grnd_level': 886.55}",,Pangoa,{'3h': 0.415},,"{'message': 0.0045, 'country': 'PE', 'sunrise': 1552301728, 'sunset': 1552345691}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.39, 'deg': 156.501}"
stations,{'all': 20},200,"{'lon': 80.55, 'lat': 73.51}",1552291579.0,1507390.0,"{'temp': 0.06, 'pressure': 997.13, 'humidity': 95, 'temp_min': 0.06, 'temp_max': 0.06, 'sea_level': 997.13, 'grnd_level': 996.79}",,Dikson,,,"{'message': 0.0061, 'country': 'RU', 'sunrise': 1552267630, 'sunset': 1552306254}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 11.79, 'deg': 290.001}"
stations,{'all': 92},200,"{'lon': 132.03, 'lat': 47.24}",1552291579.0,2037375.0,"{'temp': 37.72, 'pressure': 1001.77, 'humidity': 52, 'temp_min': 37.72, 'temp_max': 37.72, 'sea_level': 1001.77, 'grnd_level': 994.39}",,Fujin,,,"{'message': 0.005, 'country': 'CN', 'sunrise': 1552253619, 'sunset': 1552295464}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.29, 'deg': 236.501}"
stations,{'all': 0},200,"{'lon': 122.67, 'lat': 11}",1552291579.0,1714733.0,"{'temp': 88.66, 'pressure': 1010.21, 'humidity': 44, 'temp_min': 88.66, 'temp_max': 88.66, 'sea_level': 1010.21, 'grnd_level': 990.07}",,Dingle,,,"{'message': 0.0035, 'country': 'PH', 'sunrise': 1552255140, 'sunset': 1552298394}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.63, 'deg': 38.0009}"
stations,{'all': 32},200,"{'lon': 139.9, 'lat': 69.3}",1552291579.0,2028164.0,"{'temp': -11.69, 'pressure': 1014.29, 'humidity': 70, 'temp_min': -11.69, 'temp_max': -11.69, 'sea_level': 1014.29, 'grnd_level': 943.51}",,Deputatskiy,,,"{'message': 0.0048, 'country': 'RU', 'sunrise': 1552252904, 'sunset': 1552292468}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.84, 'deg': 217.001}"
stations,{'all': 0},200,"{'lon': 141.45, 'lat': -31.97}",1552287600.0,2173911.0,"{'temp': 86, 'pressure': 1010, 'humidity': 33, 'temp_min': 86, 'temp_max': 86}",,Broken Hill,{'3h': 2.185},,"{'type': 1, 'id': 9491, 'message': 0.0049, 'country': 'AU', 'sunrise': 1552249848, 'sunset': 1552294634}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 13.87, 'deg': 270}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 75},200,"{'lon': 150.85, 'lat': -34.58}",1552291562.0,6255012.0,"{'temp': 74.5, 'pressure': 1008, 'humidity': 69, 'temp_min': 73, 'temp_max': 75.99}",,Flinders,,,"{'type': 1, 'id': 9594, 'message': 0.0047, 'country': 'AU', 'sunrise': 1552247523, 'sunset': 1552292444}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 12.75, 'deg': 70}"
stations,{'all': 0},200,"{'lon': 20.28, 'lat': 11.04}",1552291580.0,245338.0,"{'temp': 92.31, 'pressure': 1010.61, 'humidity': 13, 'temp_min': 92.31, 'temp_max': 92.31, 'sea_level': 1010.61, 'grnd_level': 964.63}",,Am Timan,,,"{'message': 0.0029, 'country': 'TD', 'sunrise': 1552279705, 'sunset': 1552322967}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.02, 'deg': 86.0009}"
stations,{'all': 20},200,"{'lon': -99.88, 'lat': 16.86}",1552286400.0,3533462.0,"{'temp': 75.2, 'pressure': 1013, 'humidity': 88, 'temp_min': 75.2, 'temp_max': 75.2}",,Acapulco,,,"{'type': 1, 'id': 7103, 'message': 0.0037, 'country': 'MX', 'sunrise': 1552308619, 'sunset': 1552351724}",9656.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.24, 'deg': 30}"
stations,{'all': 0},200,"{'lon': 27.3, 'lat': 48.17}",1552291580.0,617076.0,"{'temp': 50.68, 'pressure': 1005.93, 'humidity': 46, 'temp_min': 50.68, 'temp_max': 50.68, 'sea_level': 1005.93, 'grnd_level': 986.39}",,Edinet,,,"{'message': 0.0035, 'country': 'MD', 'sunrise': 1552278746, 'sunset': 1552320599}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 30.8, 'deg': 299.001}"
stations,{'all': 80},200,"{'lon': -106.96, 'lat': 26.09}",1552291581.0,4005370.0,"{'temp': 45.37, 'pressure': 1011.93, 'humidity': 56, 'temp_min': 45.37, 'temp_max': 45.37, 'sea_level': 1011.93, 'grnd_level': 783.27}",,Guadalupe y Calvo,,,"{'message': 0.0034, 'country': 'MX', 'sunrise': 1552310464, 'sunset': 1552353286}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.17, 'deg': 193.001}"
stations,{'all': 48},200,"{'lon': -151.75, 'lat': -16.48}",1552291581.0,4034551.0,"{'temp': 82.45, 'pressure': 1012.01, 'humidity': 100, 'temp_min': 82.45, 'temp_max': 82.45, 'sea_level': 1012.01, 'grnd_level': 1011.91}",,Faanui,,,"{'message': 0.0035, 'country': 'PF', 'sunrise': 1552320556, 'sunset': 1552364652}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 12.68, 'deg': 74.0009}"
stations,{'all': 0},200,"{'lon': -24.5, 'lat': 14.9}",1552291581.0,3374210.0,"{'temp': 70.98, 'pressure': 1015.77, 'humidity': 95, 'temp_min': 70.98, 'temp_max': 70.98, 'sea_level': 1015.77, 'grnd_level': 1004.07}",,Sao Filipe,,,"{'message': 0.0028, 'country': 'CV', 'sunrise': 1552290507, 'sunset': 1552333659}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.7, 'deg': 50.5009}"
stations,{'all': 75},200,"{'lon': 129.21, 'lat': 35.24}",1552287600.0,1842966.0,"{'temp': 59, 'pressure': 1006, 'humidity': 41, 'temp_min': 59, 'temp_max': 59}",,Kijang,,,"{'type': 1, 'id': 8086, 'message': 0.0033, 'country': 'KR', 'sunrise': 1552254000, 'sunset': 1552296419}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 12.75, 'deg': 220}"
stations,{'all': 75},200,"{'lon': -157.84, 'lat': 21.44}",1552291554.0,5856516.0,"{'temp': 73.02, 'pressure': 1021, 'humidity': 69, 'temp_min': 71.01, 'temp_max': 73.99}",,Ahuimanu,,,"{'type': 1, 'id': 7878, 'message': 0.0049, 'country': 'US', 'sunrise': 1552322592, 'sunset': 1552365571}",16093.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}, {'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 16.11, 'deg': 70, 'gust': 10.3}"
stations,{'all': 75},200,"{'lon': -22.43, 'lat': 63.84}",1552291252.0,3416888.0,"{'temp': 32.68, 'pressure': 993, 'humidity': 100, 'temp_min': 32, 'temp_max': 34}",,Grindavik,,,"{'type': 1, 'id': 90, 'message': 0.0045, 'country': 'IS', 'sunrise': 1552291318, 'sunset': 1552331933}",5000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 27.51, 'deg': 100}"
stations,{'all': 20},200,"{'lon': -97.86, 'lat': 55.74}",1552287600.0,6165406.0,"{'temp': -5.81, 'pressure': 1017, 'humidity': 83, 'temp_min': -5.81, 'temp_max': -5.81}",,Thompson,,,"{'type': 1, 'id': 935, 'message': 0.0036, 'country': 'CA', 'sunrise': 1552308988, 'sunset': 1552350438}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.76, 'deg': 189.501}"
stations,{'all': 20},200,"{'lon': -111.86, 'lat': 52.79}",1552291582.0,5991888.0,"{'temp': 7.21, 'pressure': 1015.53, 'humidity': 77, 'temp_min': 7.21, 'temp_max': 7.21, 'sea_level': 1015.53, 'grnd_level': 929.03}",,Killam,,,"{'message': 0.0054, 'country': 'CA', 'sunrise': 1552312237, 'sunset': 1552353901}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.96, 'deg': 192.001}"
stations,{'all': 88},200,"{'lon': 76.63, 'lat': 66.08}",1552291582.0,1496511.0,"{'temp': 26.83, 'pressure': 996.05, 'humidity': 93, 'temp_min': 26.83, 'temp_max': 26.83, 'sea_level': 996.05, 'grnd_level': 989.27}",,Novyy Urengoy,,,"{'message': 0.0037, 'country': 'RU', 'sunrise': 1552267759, 'sunset': 1552307961}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 16.82, 'deg': 245.501}"
stations,{'all': 40},200,"{'lon': -1.13, 'lat': 38.18}",1552291343.0,2517679.0,"{'temp': 57.29, 'pressure': 1027, 'humidity': 87, 'temp_min': 51.01, 'temp_max': 61}",,Fortuna,,,"{'type': 1, 'id': 6391, 'message': 0.0048, 'country': 'ES', 'sunrise': 1552285313, 'sunset': 1552327661}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.82, 'deg': 360}"
stations,{'all': 75},200,"{'lon': -79.15, 'lat': -7.84}",1552287600.0,3698359.0,"{'temp': 71.6, 'pressure': 1011, 'humidity': 83, 'temp_min': 71.6, 'temp_max': 71.6}",,Chicama,,,"{'type': 1, 'id': 8690, 'message': 0.0031, 'country': 'PE', 'sunrise': 1552303273, 'sunset': 1552347101}",9000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 6.93, 'deg': 140}"
stations,{'all': 0},200,"{'lon': -68.33, 'lat': -34.61}",1552291519.0,3836669.0,"{'temp': 44.34, 'pressure': 1016.49, 'humidity': 91, 'temp_min': 44.34, 'temp_max': 44.34, 'sea_level': 1016.49, 'grnd_level': 914.15}",,San Rafael,,,"{'message': 0.0034, 'country': 'AR', 'sunrise': 1552300156, 'sunset': 1552344998}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.95, 'deg': 337.501}"
stations,{'all': 75},200,"{'lon': 77.24, 'lat': 43.3}",1552289400.0,1518518.0,"{'temp': 48.2, 'pressure': 1022, 'humidity': 81, 'temp_min': 48.2, 'temp_max': 48.2}",,Talgar,,,"{'type': 1, 'id': 8818, 'message': 0.0044, 'country': 'KZ', 'sunrise': 1552266645, 'sunset': 1552308726}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.47, 'deg': 10}"
stations,{'all': 1},200,"{'lon': -94.76, 'lat': 39.95}",1552291570.0,4407665.0,"{'temp': 27.09, 'pressure': 1027, 'humidity': 79, 'temp_min': 25, 'temp_max': 28.99}",,Kodiak,,,"{'type': 1, 'id': 4042, 'message': 0.005, 'country': 'US', 'sunrise': 1552307798, 'sunset': 1552350112}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 30}"
,,404,,,,,city not found,,,,,,,
,,404,,,,,city not found,,,,,,,
stations,{'all': 44},200,"{'lon': 101.51, 'lat': 54.34}",1552291584.0,2021093.0,"{'temp': 32.73, 'pressure': 1024.37, 'humidity': 49, 'temp_min': 32.73, 'temp_max': 32.73, 'sea_level': 1024.37, 'grnd_level': 958.15}",,Kuytun,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1552261169, 'sunset': 1552302574}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.18, 'deg': 269.501}"
stations,{'all': 0},200,"{'lon': -9.06, 'lat': 42.77}",1552291561.0,3115824.0,"{'temp': 46.04, 'pressure': 1033, 'humidity': 87, 'temp_min': 37.99, 'temp_max': 54}",,Muros,,,"{'type': 1, 'id': 6434, 'message': 0.0038, 'country': 'ES', 'sunrise': 1552287318, 'sunset': 1552329468}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 50}"
stations,{'all': 20},200,"{'lon': 35.25, 'lat': -13.3}",1552291585.0,1043893.0,"{'temp': 77.41, 'pressure': 1011.53, 'humidity': 84, 'temp_min': 77.41, 'temp_max': 77.41, 'sea_level': 1011.53, 'grnd_level': 889.51}",,Lichinga,,,"{'message': 0.0058, 'country': 'MZ', 'sunrise': 1552275726, 'sunset': 1552319741}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.74, 'deg': 145.501}"
stations,{'all': 32},200,"{'lon': -6.59, 'lat': 62.23}",1552290600.0,2618795.0,"{'temp': 39.2, 'pressure': 993, 'humidity': 93, 'temp_min': 39.2, 'temp_max': 39.2}",,Klaksvik,,,"{'type': 1, 'id': 1596, 'message': 0.0032, 'country': 'FO', 'sunrise': 1552287429, 'sunset': 1552328215}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 18.34, 'deg': 250}"
stations,{'all': 24},200,"{'lon': -6.55, 'lat': 41.42}",1552291585.0,2737599.0,"{'temp': 45.01, 'pressure': 1032.93, 'humidity': 84, 'temp_min': 45.01, 'temp_max': 45.01, 'sea_level': 1032.93, 'grnd_level': 957.27}",,Saldanha,,,"{'message': 0.0034, 'country': 'PT', 'sunrise': 1552286685, 'sunset': 1552328895}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.98, 'deg': 61.5009}"
